"","Node","Est","Conf95low","Conf95high","Pvalue","Mark"
"914","VAE22",2.87705056766676,2.63680108419519,3.13723533805513,2.79842191110967e-110,"HMEC_H3K27me3"
"215","VAE24",0.310777799986303,0.286302597105719,0.336909920098288,3.70981094863264e-242,"HMEC_H3K36me3"
"315","VAE35",0.287125613323082,0.216193971350138,0.374731396947895,2.96289641416118e-28,"HMEC_H3K36me3"
"415","VAE43",0.347884974578377,0.317291003493098,0.3807947748681,6.88335318047431e-154,"HMEC_H3K36me3"
"515","VAE91",0.171553221489694,0.141885240342528,0.205732489116774,5.28704936390272e-141,"HMEC_H3K36me3"
"615","VAE93",0.596013532292393,0.502418664197725,0.703138333587596,5.97532521868597e-11,"HMEC_H3K36me3"
"715","VAE63",0.276997866577162,0.255185872510478,0.300259673591949,7.42017504235351e-303,"HMEC_H3K36me3"
"815","VAE37",0.129739814414698,0.0665051205265744,0.229089435319672,9.87685280941047e-23,"HMEC_H3K36me3"
"915","VAE22",0.348563534965406,0.298294800029334,0.405310362940012,5.47752965527795e-57,"HMEC_H3K36me3"
"216","VAE24",1.55625968936132,1.37187864351997,1.76069233453011,1.69030169218926e-11,"HMEC_H3K79me2"
"316","VAE35",2.30324339727163,1.64343373464424,3.1496796708529,3.10186565186744e-06,"HMEC_H3K79me2"
"416","VAE43",1.80678676205326,1.57458512786942,2.06629325413924,6.46232921739476e-16,"HMEC_H3K79me2"
"516","VAE91",2.88691964032896,2.45274119185919,3.38107956207467,2.73712888573534e-31,"HMEC_H3K79me2"
"616","VAE93",1.20137469779345,0.816072883030519,1.70999574260817,0.32461016213478,"HMEC_H3K79me2"
"716","VAE63",0.247995230852046,0.18596672688468,0.324436288910764,2.48360759421583e-37,"HMEC_H3K79me2"
"816","VAE37",2.48364702965025,1.49784212950339,3.89637414059768,0.000346111842328633,"HMEC_H3K79me2"
"916","VAE22",1.23238368953005,0.936090250853577,1.59564981739413,0.111514416290936,"HMEC_H3K79me2"
"217","VAE24",1.43258552294808,1.34379291575119,1.52634739448579,5.00919315278295e-27,"HMEC_H3K20me1"
"317","VAE35",1.35230045056035,1.09935817044406,1.65013199193367,0.0036948399703638,"HMEC_H3K20me1"
"417","VAE43",1.88439456564748,1.7607019505384,2.01535172913127,2.35647018826522e-68,"HMEC_H3K20me1"
"517","VAE91",2.40557330064761,2.19626385886003,2.63167249312988,5.45185669470777e-70,"HMEC_H3K20me1"
"617","VAE93",0.909883071302738,0.742399018302331,1.10582879739148,0.364709247459872,"HMEC_H3K20me1"
"717","VAE63",0.119319616394047,0.0993769855724961,0.142170704065431,6.92050200071507e-261,"HMEC_H3K20me1"
"817","VAE37",3.17426433357703,2.51246314598179,3.98122396378947,9.48112884778446e-20,"HMEC_H3K20me1"
"917","VAE22",1.68943047923595,1.50456204621164,1.89292754597446,9.96806631532295e-18,"HMEC_H3K20me1"
